species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year,bill_length_z,bill_depth_z
Chinstrap,Dream,46.4,17.8,191,3700,female,2008,0.44018160480395857,0.322528791993403
Chinstrap,Dream,52.8,20,205,4550,male,2008,1.6104847936240636,1.4397136289407615
Chinstrap,Dream,40.9,16.6,187,3200,female,2008,-0.5655476980883194,-0.28684475543242877
Chinstrap,Dream,54.2,20.8,201,4300,male,2008,1.8664886161784626,1.8459626605579833
Chinstrap,Dream,42.5,16.7,187,3350,female,2008,-0.2729719008832928,-0.23606362648027715
Chinstrap,Dream,51,18.8,203,4100,male,2008,1.2813370217684095,0.8303400815149298
Chinstrap,Dream,49.7,18.6,195,3600,male,2008,1.043619186539326,0.7287778236106248
Chinstrap,Dream,47.5,16.8,199,3900,female,2008,0.6413274653824145,-0.18528249752812376
Chinstrap,Dream,47.6,18.3,195,3850,female,2008,0.6596134527077289,0.5764344367541664
Chinstrap,Dream,52,20.7,210,4800,male,2008,1.464196895021551,1.79518153160583
Chinstrap,Dream,46.9,16.6,192,2700,female,2008,0.5316115414305294,-0.28684475543242877
Chinstrap,Dream,53.5,19.9,205,4500,male,2008,1.7384867049012631,1.3889324999886081
Chinstrap,Dream,49,19.5,210,3950,male,2008,0.9156172752621267,1.1858079841799982
Chinstrap,Dream,46.2,17.5,187,3650,female,2008,0.40360963015333107,0.1701854051369446
Chinstrap,Dream,50.9,19.1,196,3550,male,2008,1.2630510344430952,0.9826834683713882
Chinstrap,Dream,45.5,17,196,3500,female,2008,0.27560771887613156,-0.08372023962381876
Chinstrap,Dream,50.9,17.9,196,3675,female,2009,1.2630510344430952,0.3733099209455546
Chinstrap,Dream,50.8,18.5,201,4450,male,2009,1.2447650471177807,0.6779966946584713
Chinstrap,Dream,50.1,17.9,190,3400,female,2009,1.1167631358405825,0.3733099209455546
Chinstrap,Dream,49,19.6,212,4300,male,2009,0.9156172752621267,1.2365891131321516
Chinstrap,Dream,51.5,18.7,187,3250,male,2009,1.3727669583949802,0.7795589525627764
Chinstrap,Dream,49.8,17.3,198,3675,female,2009,1.0619051738646392,0.06862314723263963
Chinstrap,Dream,48.1,16.4,199,3325,female,2009,0.7510433893342996,-0.38840701333673555
Chinstrap,Dream,51.4,19,201,3950,male,2009,1.354480971069666,0.9319023394192347
Chinstrap,Dream,45.7,17.3,193,3600,female,2009,0.31217969352676034,0.06862314723263963
Chinstrap,Dream,50.7,19.7,203,4050,male,2009,1.2264790597924675,1.2873702420843032
Chinstrap,Dream,42.5,17.3,187,3350,female,2009,-0.2729719008832928,0.06862314723263963
Chinstrap,Dream,52.2,18.8,197,3450,male,2009,1.5007688696721797,0.8303400815149298
Chinstrap,Dream,45.2,16.6,191,3250,female,2009,0.2207497569001896,-0.28684475543242877
Chinstrap,Dream,49.3,19.9,203,4050,male,2009,0.9704752372380685,1.3889324999886081
Chinstrap,Dream,50.2,18.8,202,3800,male,2009,1.1350491231658968,0.8303400815149298
Chinstrap,Dream,45.6,19.4,194,3525,female,2009,0.29389370620144595,1.1350268552278446
Chinstrap,Dream,51.9,19.5,206,3950,male,2009,1.4459109076962366,1.1858079841799982
Chinstrap,Dream,46.8,16.5,189,3650,female,2009,0.5133255541052149,-0.33762588438458213
Chinstrap,Dream,45.7,17,195,3650,female,2009,0.31217969352676034,-0.08372023962381876
Chinstrap,Dream,55.8,19.8,207,4000,male,2009,2.159064413383488,1.3381513710364565
Chinstrap,Dream,43.5,18.1,202,3400,female,2009,-0.09011202763015137,0.4748721788498614
Chinstrap,Dream,49.6,18.2,193,3775,male,2009,1.0253331992140118,0.525653307802013
Chinstrap,Dream,50.8,19,210,4100,male,2009,1.2447650471177807,0.9319023394192347
Chinstrap,Dream,50.2,18.7,198,3775,female,2009,1.1350491231658968,0.7795589525627764
